KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K16593,"bioI, CYP107H", pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46],11.84832786,9.431583325,6.488328566,2.142618549,21.10847282,1.208898415,14.97183311,8.116673992,1.809020455,7.340668253,22.70086521,6.466972461,2.041890523
K18604,K18604, acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15],2.987099871,10.10805579,12.38394387,4.86610547,12.0652769,3.113448491,5.437012341,12.26913365,6.866171928,3.184475453,0,13.11655124,29.16649278
K16229,mps2, glycopeptidolipid biosynthesis protein,15.89821704,0.140660741,1.332449271,16.08522,3.349127477,7.52641576,1.915791928,2.585948393,4.69925945,8.086831957,51.82085231,0.095808998,1.927482665
K18785,mp2," beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]",5.094335563,3.112229935,5.99876659,1.682462607,3.106901755,44.57959226,5.306288667,21.03043945,0.495642764,0.784023307,0,17.55720299,6.705068487
K09689,kpsT, capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12],10.20072942,4.742970685,9.435483065,11.63010059,1.60738673,8.514304168,4.207553511,11.68804817,14.23674296,2.875540907,0,29.08447732,7.22190886
K09937,K09937, uncharacterized protein,7.910104413,6.613196066,7.729218414,13.50201879,20.88506072,6.632309593,8.547583562,12.93897944,5.182089754,5.610632561,0,17.48389407,2.385801949
K09801,K09801, uncharacterized protein,13.56371058,4.393176682,9.662086078,20.13447301,4.41409717,10.46297642,10.15621619,7.15878846,0.388528612,8.548087873,6.765591649,16.28839245,3.400648355
K23127,fimW, cyclic-di-GMP-binding protein,11.23823456,4.173795302,11.44220043,13.43136128,4.643537761,26.61418931,4.99420295,1.355788988,2.654497422,3.549802959,2.266273376,21.09893861,7.820566877
K07376,PRKG1, cGMP-dependent protein kinase 1 [EC:2.7.11.12],1.320923146,10.52833463,15.60126566,3.487709268,13.013473,11.00315209,4.491564079,19.43599917,3.139125635,3.439651047,1.001894023,11.58268092,17.09771301
K04787,mbtA, mycobactin salicyl-AMP ligase [EC:6.3.2.-],41.62071551,2.035262539,2.829085143,8.289707402,3.706964961,0.399352642,5.482897907,8.032412586,6.708955789,2.973917584,30.67165485,0.52759951,1.751660514
K11601,mntC, manganese transport system substrate-binding protein,10.24960166,21.03510137,7.312323545,0.682609639,2.478940397,0.15702701,5.306554655,11.44065097,18.05871314,14.20233789,0,6.046182214,17.97800904
K21561,ntcA," CRP/FNR family transcriptional regulator, global nitrogen regulator",2.245122897,54.0255742,15.55401068,0,0,0.521734903,0.514513549,0.136422093,19.16976278,0,0,6.225588963,16.54845399
K09018,rutA, pyrimidine oxygenase [EC:1.14.99.46],9.78662056,7.160212707,12.13135529,11.71324735,12.95983513,7.929937885,11.72162883,5.849309548,9.617157195,17.31941686,0,0.61488158,7.987604539
K02122,"ATPVF, ntpF, atpF", V/A-type H+/Na+-transporting ATPase subunit F,3.692867832,12.08169886,17.29165196,0.691152479,14.30967952,3.393679932,3.722594605,2.683831731,6.31013487,0.815997467,0,29.1031846,20.64813721
K09766,K09766, uncharacterized protein,7.63067246,21.69364747,4.750482875,22.48199654,11.14579462,12.78887268,9.073987915,6.283280125,2.873462434,5.80924728,0,2.94846608,7.211768486
K21645,"hypT, qseD"," LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT",6.429179478,6.078702492,5.222775383,8.096962487,7.548321656,1.885138134,19.11875064,9.92311939,15.37261478,9.951057349,0.161972867,20.90412788,3.980749175
K21992,mbtK, lysine N-acyltransferase [EC:2.3.1.-],9.08501312,2.850613033,1.575199082,6.111633163,0,0,0.396104835,0.268334364,25.11874449,0.095067666,63.15015906,0,5.950080239
K21607,pcpD, tetrachlorobenzoquinone reductase [EC:1.1.1.404],6.548012046,4.579005015,5.808036602,34.76589363,13.45906055,5.445687343,21.80786018,6.515974296,3.859579584,4.438027391,0,1.183604226,6.163682006
K22087,mgdD, methylglutamate dehydrogenase subunit D [EC:1.5.99.5],12.48562402,1.062766209,6.098397937,2.025117905,19.76437745,9.793333691,9.534015878,18.1485951,16.86491313,2.091829982,1.80986397,9.0804812,5.441179076
K02794,manX, mannose PTS system EIIAB component [EC:2.7.1.191],7.685462728,13.18187474,11.20170201,4.181834912,16.94837897,18.12691026,9.642338972,7.156852987,0.5163014,5.146840099,2.533931356,3.667193063,14.08502676
K09738,K09738, uncharacterized protein,1.998579054,15.84217196,19.56640108,5.582120532,7.094136543,1.563260039,2.335781961,10.22967464,7.196583199,0.9522416,0,24.13500774,17.50366692
K06859,pgi1," glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",2.899459598,10.53533273,7.851269948,14.91954447,4.777647941,8.416365921,7.014005923,10.8845414,7.398343088,6.604065592,22.62425453,4.107725713,5.896563629
K16217,gppmt, geranyl diphosphate 2-C-methyltransferase [EC:2.1.1.255],1.477190034,10.20437458,0.397536399,27.25774032,1.913383827,1.097440316,13.21620028,5.089189624,11.593346,7.007773166,32.02079195,0.360120307,2.287795843
K03626,"EGD2, NACA", nascent polypeptide-associated complex subunit alpha,2.885491677,11.84892937,15.20768358,9.012281242,18.82971803,1.917070907,5.707913983,8.502600583,5.111474872,0.251190477,0.112481158,18.58270437,15.94109144
K12950,ctpC, manganese/zinc-transporting P-type ATPase C [EC:7.2.2.-],4.940040156,14.25423324,2.516169323,3.651438175,2.412558376,0,24.06976433,3.193569622,2.051733541,5.476717015,48.22831069,0.13965078,2.791909904
K11607,sitB, manganese/iron transport system ATP-binding protein,13.38152501,11.45158062,12.54845767,1.734817315,0.954664302,2.746771933,2.993059825,16.26631747,16.14528202,3.130473012,0,17.90888835,14.28965823
K21350,E2.4.1.329, sucrose 6(F)-phosphate phosphorylase [EC:2.4.1.329],8.099317397,5.288915155,17.13237658,1.834460787,3.378249133,16.56340318,4.462506901,20.23324877,6.954280186,3.97688329,0,3.70171852,21.89055938
K09474,phoN, acid phosphatase (class A) [EC:3.1.3.2],17.49432663,0.321921286,11.59732998,6.424405706,16.63143879,13.12049591,33.02261192,2.76020671,5.303658746,4.056712669,0,2.502812494,0.223381755
K19171,dndD, DNA sulfur modification protein DndD,16.91932212,1.147112734,1.315024075,18.67247405,4.003533061,2.696608158,4.599801341,0,7.780782416,9.329163006,10.84415894,35.47444296,0.453068902
K01682,acnB, aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],4.75480296,4.542779885,5.912285917,14.61771449,10.48486654,6.307691422,5.477667248,18.14613218,5.197013086,13.27121378,1.028330793,13.98827671,9.503130563
K18982,gli, D-galactarolactone isomerase [EC:5.4.1.4],10.8299076,13.86302574,8.611914803,6.1094159,24.27245634,9.39537179,16.75988193,8.993923451,1.90518466,1.914132097,0,4.327246538,6.177699457
K11196,levF, fructose PTS system EIIC component,8.465159144,15.43512583,17.07160119,13.47700202,6.947267914,22.6868618,4.422329658,1.975511415,3.150078997,5.609932981,0.299210961,2.178043239,11.35686465
K07405,E3.2.1.1A, alpha-amylase [EC:3.2.1.1],12.43679429,8.345968398,9.414386112,11.59030157,4.046580819,11.04006344,1.477445001,2.491339515,1.668535653,3.897562934,32.91728476,2.691399498,10.9896355
K18846,npmA, 16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180],27.56234291,6.991807588,8.309031734,3.417502171,1.409797753,6.013757549,0.522806192,17.27146305,2.266045462,2.823827774,22.50662256,1.687513104,12.14969989
K01160,rusA, crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4],13.79826001,3.254758354,4.912584395,24.00835248,3.157044323,10.57256422,13.07024553,0,15.1798184,3.75649543,15.15600899,3.447673681,2.535993318
K02856,rhaT, L-rhamnose-H+ transport protein,7.710610188,0,8.393430253,21.31419126,1.147341562,18.79422189,26.97238501,3.184356297,1.593075533,0.882882505,15.99312193,5.4702839,1.210417415
K13609,"dpkA, lhpD", delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21],11.96951175,1.400174494,5.214371116,0,13.93107911,12.56708101,9.390200411,16.4932284,8.207818495,5.129162732,4.135059888,12.41786928,11.74289185
K03203,"virB8, lvhB8", type IV secretion system protein VirB8,13.83102377,0,0.263593156,25.1461999,9.02316076,6.67145838,8.634317453,3.971877413,8.036131973,5.998817578,9.836601271,17.77258466,3.185650329
K02256,COX1, cytochrome c oxidase subunit 1 [EC:7.1.1.9],3.012583083,2.786343017,3.874778757,24.09654045,6.400080811,6.227781504,34.9458045,7.192545083,6.511235513,4.613789004,3.822945511,1.551985891,7.289109581
K22250,phaZ, poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76],11.48596106,5.211702943,7.726107141,0,11.25297431,11.40959401,4.859694406,5.27053506,26.76551063,16.47561077,2.350991667,2.716317678,6.678015008
K18703,SUGCT, succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13],8.308215134,9.58215081,14.64583388,5.332591596,25.60699808,1.747140982,8.47274163,12.65716658,1.155902107,2.330782501,3.852234608,1.886600346,16.54111609
K03390,hdrC2, heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],12.54011106,10.33050683,4.761489636,7.470504316,1.604528827,34.60477033,6.38710986,4.07909096,4.40524618,4.037675486,2.476381387,4.624668093,14.76093271
K14414,rtcR, transcriptional regulatory protein RtcR,17.47903958,7.009791655,16.553243,0.388672873,10.35900536,3.81005354,7.524539863,12.15910245,11.02764275,4.28909392,0,8.317267408,13.01745556
K13613,pksM, polyketide synthase PksM,6.644977513,1.042328398,1.431916306,85.89684263,0.301795059,5.276707964,3.957694029,3.179449311,1.233451844,0.513288729,0.01128993,2.273206989,0
K18903,"oprC, opcM"," outer membrane protein, multidrug efflux system",12.15815001,6.262313614,9.10808165,19.29322536,0.757711156,14.5878396,18.45654271,12.96999402,1.494089947,5.133509364,0,4.737934175,6.789820232
K10191,lacK, lactose/L-arabinose transport system ATP-binding protein,13.13255276,8.327832699,4.675264893,3.7545784,5.098515204,4.645951611,9.474711151,5.532513796,24.31993775,1.73709955,0,28.15204813,2.736919422
K22699,thi4, sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59],4.834663441,7.777173451,13.77408534,0.36484629,9.346246741,1.39488394,4.582240418,6.696900799,10.14252901,1.494946793,0,26.28340718,24.5723867
K10621,"cmtC, dhbA"," 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]",8.964403845,8.346053731,13.47331955,4.554171604,16.72115413,4.161848363,9.873102925,6.171766966,5.807504003,9.852052131,11.90731967,4.050713573,7.25963553
K23470,C1-hpah," 4-hydroxyphenylacetate 3-hydroxylase, reductase component [EC:1.5.1.36]",7.959830286,6.364779131,8.63039026,21.5675126,20.26972861,5.296816243,17.83138415,7.290321213,3.136252622,0.728279695,1.786654852,4.882736521,5.367564413
K22363,etnE, 2-hydroxypropyl-CoM lyase [EC:4.4.1.23],5.204140601,37.78209378,0.471750892,3.522250641,3.413899997,9.458588899,17.78199443,2.288383969,6.945678911,5.82911769,6.452609873,1.406346338,10.36613196
K07270,K07270," glycosyl transferase, family 25",2.779072066,6.645858736,13.59838548,7.738994733,3.466050222,15.26427423,15.36195502,16.03984956,5.646949151,3.529597955,1.738277968,12.9966012,6.085844376
K02414,fliK, flagellar hook-length control protein FliK,13.8724728,7.256396051,3.417272635,9.030481858,3.605713577,7.461003371,13.01159129,5.728306107,1.981896272,5.763278285,6.631329157,25.48950204,7.593278478
K19271,catA, chloramphenicol O-acetyltransferase type A [EC:2.3.1.28],24.71659413,3.740471402,18.35336727,1.227301755,6.873875295,4.482073473,2.773433898,7.176242255,3.599670166,6.697595105,0,13.08670823,17.92337487
K00613,GATM, glycine amidinotransferase [EC:2.1.4.1],6.349332432,8.717377507,5.191826294,15.59733882,23.13713494,5.978778546,6.023663392,8.148606388,19.68259288,1.480181452,1.772242272,6.651837602,1.811660792
K03224,"yscN, sctN, hrcN, ssaN", ATP synthase in type III secretion protein N [EC:7.4.2.8],11.43520034,3.718437437,3.341351917,9.790808636,6.789209232,12.97341672,19.81254989,5.12592568,19.32666837,3.965209081,4.637210295,3.233816182,6.373811521
K01932,"capB, pgsB", gamma-polyglutamate synthase [EC:6.3.2.-],11.27751422,21.017212,5.454785735,1.841262956,13.02610573,3.591752446,9.681303973,8.094495437,6.206073922,7.446902185,3.598559993,12.8509912,6.418753186
K06606,iolI, 2-keto-myo-inositol isomerase [EC:5.3.99.11],25.79497144,7.796537765,12.35762501,2.106432451,3.93679499,4.674568928,5.31528363,4.710080985,6.196566078,6.095605794,3.542119886,12.55231212,15.39493745
K19123,"casA, cse1", CRISPR system Cascade subunit CasA,7.106544842,1.218001723,0.261218443,2.732247786,0,2.0312593,14.58370728,3.528259279,5.586796693,4.023295232,57.99395258,11.09559522,0
K03614,rnfD, Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2],23.65322436,1.771695757,5.305833017,4.817749848,7.027191967,14.85227463,3.565647022,5.338190541,0.934917378,1.413398871,0,28.17791417,13.12624359
K07167,chrR, putative transcriptional regulator,14.67778663,2.295778062,7.114501548,2.52820105,5.999466912,10.27472987,15.44281319,14.6452854,3.957532944,5.226528539,0,26.88585981,0.834229576
K18897,sdmt, sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157],5.929133511,13.1534667,10.22154345,7.06150986,11.48867925,7.33378164,2.650742185,8.930752533,2.527072851,2.32482929,0,24.19442834,14.03195399
K24017,priA, phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24],0.782149244,7.607214026,5.622530526,4.477194323,5.694374273,7.920919667,7.069704294,2.624702179,6.777419922,16.14491957,26.4527086,6.968255184,11.63998518
K23245,apnO, D-apionate oxidoisomerase [EC:1.1.1.421],7.522409924,5.371400857,5.239789271,2.563018863,7.617122109,1.059202508,12.91054433,10.06848611,23.2972831,2.401035723,19.75275817,9.888937626,1.900740945
K08688,E3.5.3.3, creatinase [EC:3.5.3.3],8.534208316,4.500188417,2.694080095,20.21505963,7.148075892,4.82344053,5.649417757,10.52659949,5.487135739,5.910765312,10.78844926,18.35484283,4.764702825
K02975,"RP-S25e, RPS25", small subunit ribosomal protein S25e,2.78323014,11.20620221,18.55654307,4.04955473,5.576511335,1.452511045,8.765308697,13.59000221,8.642280234,2.029804802,0.344623121,9.451726114,22.56028734
K05562,phaE, multicomponent K+:H+ antiporter subunit E,8.634168552,11.97323667,6.09295685,12.2658798,0,10.12468103,7.73488251,6.648128254,2.999865177,7.651303595,1.499748769,28.37728855,4.985493801
K12536,"hasD, prtD, aprD"," ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase",8.880678452,2.178049749,6.093070992,15.83128658,13.0601658,3.553022572,6.889781896,22.12367447,7.223477619,9.236214521,0,11.80630047,2.091038178
K13016,wbpB, UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335],21.10757815,3.055049456,16.8596676,5.96831591,0,7.119011496,1.001614171,14.63627802,2.127975262,9.139109706,4.023588537,10.15128685,13.72803736
K10254,"ohyA, sph", oleate hydratase [EC:4.2.1.53],10.47176347,2.12315653,5.520398203,12.2610438,14.42968508,9.325375159,17.67457352,5.288890581,11.62905048,0.368669536,4.180596673,8.453600858,7.141832125
K02869,"RP-L12, rpl12", large subunit ribosomal protein L12,0,10.37591077,18.91072171,3.832088028,17.46669908,0.825365108,5.003180561,5.031430699,9.798548265,2.297841035,0,22.50236248,12.76897346
K02398,flgM, negative regulator of flagellin synthesis FlgM,7.195944728,5.519117256,9.679946943,11.55297982,2.584303324,8.504642463,25.15999693,4.605994678,3.149554807,7.05655984,5.896285727,14.37042548,3.202724481
K22033,K22033, lytic cellulose monooxygenase (C4-dehydrogenating) [EC:1.14.99.56],0.743385763,21.62239035,1.371088551,0,0.246465965,1.282153878,42.36285796,1.282973677,19.8751327,7.671735248,1.33797517,0.999605582,9.550415036
K07572,K07572, putative nucleotide binding protein,3.024001716,4.491537181,17.14314204,4.394491884,14.34827041,1.119022021,7.319401012,4.768468658,8.504853415,1.454132435,0,22.02357492,19.21739749
K03049,rpoE1, DNA-directed RNA polymerase subunit E' [EC:2.7.7.6],2.566755649,15.23566695,14.08802826,3.405500169,11.38937366,0.941102951,4.42973427,6.989647748,5.932043908,0.595742284,0,26.06490872,16.14657326
K18814,ictB, putative inorganic carbon (hco3(-)) transporter,4.885060782,8.8650775,9.461309602,24.20055843,10.53864896,8.544379285,5.254405917,4.178525798,1.54110457,4.821690884,5.797380904,12.42903636,7.14488126
K16218,mibs, 2-methylisoborneol synthase [EC:4.2.3.118],2.643649354,12.00897162,1.816230804,24.40947791,4.258976463,1.417405232,18.93082946,5.18291973,16.12303592,4.399988049,14.84950257,0.288001153,1.085640371
K17203,"K17203, eryF", erythritol transport system permease protein,2.586246393,15.06883652,9.117069755,8.232028899,3.33496901,1.648541094,13.75184403,10.02087958,23.8254562,0.825501219,7.138910079,6.028093366,5.801112777
K19125,"casD, cse5", CRISPR system Cascade subunit CasD,5.087417753,1.403264121,0,5.523892485,0.270511425,2.529284379,14.63548528,1.424099163,1.296599553,4.104174068,60.50651553,10.18776151,0.40114175
K10211,crtQ," 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]",1.221724075,5.133868574,2.944804411,0.344155055,0,2.788456757,57.12090477,6.705891053,5.429969512,8.71691263,3.014277453,3.425163977,10.25030836
K02526,kdgT, 2-keto-3-deoxygluconate permease,5.990643787,12.76779198,3.349866146,0.660159095,3.977582729,2.044458056,36.78966295,3.812652716,6.968812608,1.762380676,10.92429181,1.925376287,16.07087901
K17204,eryE, erythritol transport system ATP-binding protein,3.124062707,7.937711123,13.99354166,10.70603617,6.672628726,3.927403262,7.619227367,11.40925321,21.56277212,0.653560215,9.111805075,7.910815441,2.391675946
K01141,"sbcB, exoI", exodeoxyribonuclease I [EC:3.1.11.1],7.428110872,0,0.413325018,7.974235771,16.92050811,7.192120236,1.696122333,0.829921923,3.83272898,8.911252357,12.56870428,37.11022299,1.560079765
K07660,phoP," two-component system, OmpR family, response regulator PhoP",18.18778047,4.352709903,8.291387328,11.5144352,14.08998102,6.116324184,3.328926891,7.544776155,1.851951722,5.602498831,3.561720339,18.50792025,3.003562274
K03810,mviM, virulence factor,3.683354313,8.805588314,6.458876491,7.654378954,1.716023537,4.99266858,13.62957604,6.886910712,21.30549484,3.628095645,2.249748789,9.687576784,15.2474603
K16647,aftC, arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47],18.21348445,2.386190052,1.006208779,8.584288525,5.17116182,7.272433386,7.996203575,4.531935158,5.989815751,1.708026867,40.04948259,1.935449242,1.069730601
K05884,comC, L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337],9.686527026,1.841981292,11.51292317,14.65286474,28.15890156,0.70116667,8.258910518,14.9519539,4.445821995,2.569891689,2.483585245,3.064209307,3.355086756
K14585,nahE, trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45],16.92973989,9.562523947,5.648461127,7.295429226,25.50426292,7.212198513,7.100003265,4.971018665,0.192175442,7.860281614,1.304721599,5.89390975,6.059046454
K05521,draG, ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24],5.939942644,8.993761734,8.771370309,6.114842185,4.715615883,18.17118628,3.040722531,4.028196168,3.897475907,6.031689305,8.089626917,10.67861905,17.05651112
K16139,"uidB, gusB", glucuronide carrier protein,2.257871983,25.98735732,7.050508468,2.456057223,1.652911129,5.081088199,2.792948093,11.9131241,3.985825736,6.065507382,9.504963329,8.747003949,18.02200348
K03051,rpoF, DNA-directed RNA polymerase subunit F [EC:2.7.7.6],2.740466676,16.35535032,10.9853084,8.821897059,4.076363087,1.830150174,4.718621659,2.458465398,8.141426105,1.010282578,0,26.250869,17.89885132
K05711,hcaB," 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]",10.21842667,22.64344027,1.228294568,7.879996288,6.262045596,1.680165556,6.617397242,1.997084842,5.020148144,17.66039127,14.71051048,0.697455933,8.592303023
K16371,gatZ-kbaZ," D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ",3.503323822,3.668351156,13.17970405,22.6546244,1.711304175,7.682399286,16.70279094,6.122772226,12.04256213,3.595194887,5.36882637,3.732441744,5.175858306
K16924,mtsT, energy-coupling factor transport system substrate-specific component,16.7015539,15.8705002,10.32543421,0.784574599,3.273596135,2.172794715,3.263184765,17.26794406,0.992194942,1.51031545,4.234361094,5.866262577,22.86940354
K16423,"hpgT, nocG"," (S)-3,5-dihydroxyphenylglycine transaminase [EC:2.6.1.103]",0.819723982,10.41829827,5.159802002,11.63761436,5.851000072,4.617286775,20.6858728,3.023537179,26.06220589,4.891990567,7.124309032,1.84039571,2.983052833
K08368,yaaU," MFS transporter, putative metabolite transport protein",3.228611383,10.49434814,3.137726934,2.963110468,12.58694473,0.141255738,31.45338873,7.113163989,18.16923188,4.817198446,5.486759937,0.186738663,5.134240363
K12989,lpcC, mannosyltransferase [EC:2.4.1.-],7.73902762,8.656872731,9.318438362,11.6031046,4.70712909,3.691038539,12.99038736,10.44115336,12.1446292,1.750869756,0.035109726,13.16130085,8.649514711
K22308,E3.2.1.205, isomaltose glucohydrolase [EC:3.2.1.205],5.882661424,18.44761971,11.29382709,4.971037997,3.133530866,4.446813069,8.380015404,7.721979576,17.65577318,7.326921147,1.19347957,4.224682245,10.18978218
K13891,gsiD, glutathione transport system permease protein,7.343971618,5.872737166,5.057253402,14.67883818,10.69518248,8.624938033,8.856862268,15.30679838,7.256785867,9.849747372,3.473567765,3.585046521,4.094535715
K16856,ugl, ureidoglycolate lyase [EC:4.3.2.3],7.31955954,1.498964866,5.252367468,8.327372235,8.171454931,17.62759121,23.726167,8.107657713,2.280821266,2.792308933,1.764668617,12.97018072,4.786400095
K03197,"virB2, lvhB2", type IV secretion system protein VirB2,12.77001521,0.35081603,0.52007348,19.45896932,6.962696489,4.540996676,8.65768994,7.549981289,7.287438814,5.988958254,1.489817955,20.38867221,8.575915143
K09733,mfnB, (5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153],5.922902164,11.27190297,13.71972,20.80357034,8.296483819,7.393874736,7.452213604,6.87384166,9.877061885,1.943731747,1.231826916,3.993135031,5.745414907
K12446,E2.7.1.46, L-arabinokinase [EC:2.7.1.46],14.16522641,1.376535281,18.61921063,9.086433095,11.30367065,13.5229078,12.39341571,13.74703004,0.339327935,1.156395469,0.645024692,0,8.159828912
K01529,yjjX, inosine/xanthosine triphosphatase [EC:3.6.1.-],15.9869451,6.56957455,7.21758534,12.60798412,7.312025032,13.43982689,1.862869412,2.056968589,5.357415713,2.764880775,4.75091406,22.52865195,2.03275652
K15765,"tmoF, tbuC, touF", toluene monooxygenase electron transfer component [EC:1.18.1.3],3.355436248,5.784616017,12.991769,6.025621822,16.40420335,5.275406152,14.75307688,15.49683544,4.260301431,4.979400678,0.395055773,3.060465816,11.51994903
K13932,mdcD, malonate decarboxylase beta subunit [EC:4.1.1.87],2.449477507,24.59288988,3.779989346,7.328240725,4.186478209,10.4604375,30.30996386,1.33028084,8.839711477,0.26447094,0.64282033,6.778793574,3.192173354
K10188,"lacE, araN", lactose/L-arabinose transport system substrate-binding protein,9.765788387,6.040142231,5.960979386,0.614407626,5.320207034,4.476008689,5.994445587,7.351430247,22.19814598,1.029574257,23.32023932,7.654559761,4.388827026
K19431,epsO, pyruvyl transferase EpsO [EC:2.-.-.-],10.58585867,3.771585928,7.094248037,13.37633022,1.554662556,27.19997816,9.786089842,9.510171566,10.8031619,2.337960299,1.426544475,5.505920883,1.101034739
K02908,"RP-L30e, RPL30", large subunit ribosomal protein L30e,0.90369912,10.2972022,15.95808352,8.535201944,16.18692845,1.195980692,5.11932175,5.64755141,13.59511987,2.601922958,0,8.406215174,15.57026052
K13890,gsiC, glutathione transport system permease protein,7.578245912,4.967546611,8.65545009,9.437317501,9.51887671,11.47496839,11.35864084,10.2711061,7.459676416,10.51211084,3.30265617,4.833520541,4.611616739
K05564,phaG, multicomponent K+:H+ antiporter subunit G,7.883954683,8.010279731,4.397191032,13.65510082,0,6.977649569,12.56503622,4.031736405,2.051632253,3.805328955,0.854153791,36.9216574,2.772704822
K05778,ABC.VB1X.P, putative thiamine transport system permease protein,4.060550182,11.01998302,8.684039506,0.681553139,7.308125069,0.626397358,9.580834011,4.986069718,6.511737959,3.791930266,0,32.53460076,14.08436886
K22901,trm4, tRNA (cytosine40_48-C5)-methyltransferase [EC:2.1.1.-],2.366905884,17.07937148,19.40077499,5.918821318,5.124482116,3.987322407,4.063822464,7.589711949,12.72202676,2.905051465,0,8.386871376,14.24045993
K13623,btaB, S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase,13.31616018,1.814695996,7.142522524,0.634549475,5.161276703,1.657063018,8.249467007,6.975309897,18.45624614,2.042999176,0,32.4918671,5.832900765
K03232,EEF1B, elongation factor 1-beta,2.363457985,7.385204315,11.55823921,4.159365905,20.09951524,1.475930229,6.296914933,3.118071271,4.991568493,0.321048184,0.479524935,24.00971663,17.49948229
K05774,phnN," ribose 1,5-bisphosphokinase [EC:2.7.4.23]",6.613418274,0.974202358,3.128348047,8.257871786,8.162883519,3.842732351,31.96290338,9.480764637,16.18089335,3.156789876,1.181964165,10.71008988,0
K17241,aguE," alpha-1,4-digalacturonate transport system substrate-binding protein",4.065328254,15.49749322,1.633309396,10.1943298,1.40112765,4.429259605,5.421331276,9.160983913,18.74742637,4.762037101,7.68213997,13.36324866,7.132272378
K07457,K07457, endonuclease III related protein,23.12870892,2.408109212,7.896992479,31.08147435,2.36463288,14.84060271,1.478825198,6.176245996,0,0.077714044,1.725361693,11.51663649,0.70335066
K05346,deoR, deoxyribonucleoside regulator,26.1433672,6.530627403,8.011781111,1.252331,4.814962143,5.500415116,2.825212461,10.19549747,11.12498621,3.379181292,10.44882497,5.250936751,7.837988626
K14201,clfA, clumping factor A,19.81111251,14.90919362,8.669516827,1.962873042,16.85460954,1.599392893,6.617960623,2.717214563,7.809748978,4.692307136,0,3.150599931,14.4146906
K12940,abgA, aminobenzoyl-glutamate utilization protein A,0,9.665868109,0.362497229,0,5.005043681,0.33541519,5.834786442,0.30478849,9.379828946,3.957031512,1.756565093,64.06774118,2.305921785
K03415,cheV," two-component system, chemotaxis family, chemotaxis protein CheV",1.855452689,8.352565704,8.326725265,3.41990909,12.18469711,7.160863574,4.296917623,7.438753237,4.005406516,2.600663192,4.106354377,32.40857251,6.693376815
K09859,K09859, uncharacterized protein,21.20682447,9.076093176,7.9312114,2.486473056,4.997811267,6.879635913,4.272696618,0.216456387,8.2336525,2.645477194,0,26.24256618,8.63069713
K06977,K06977, uncharacterized protein,0.492878206,9.362897197,5.030453225,5.025666803,7.351929629,11.98395629,13.25391724,5.917486554,13.94595476,15.72881122,0,10.02333804,4.653037838
K18313,sct, succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20],6.897435575,18.12353938,10.08686965,6.365043111,6.626585002,1.683115816,5.345363055,6.612071593,5.829234201,0.094837478,19.25534838,4.182482028,11.58148928
K07504,K07504, predicted type IV restriction endonuclease,7.005983753,2.147663174,3.524120989,22.74831209,2.267671153,1.310570337,19.22071097,9.247528417,12.0242301,5.363850967,2.833266955,12.88662215,2.09328608
K03586,ftsL, cell division protein FtsL,11.32690627,3.894785707,3.771060155,8.178641017,10.4574893,9.28711561,13.3576373,4.08717139,2.138022246,7.290566157,5.866025699,21.26278921,1.580403305
